Language_ID,Language_name,Parameter,Value,Description
rus,Russian,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
rus,Russian,Exponence of Selected Inflectional Formatives,Case + number,Case + number
rus,Russian,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
rus,Russian,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
rus,Russian,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
rus,Russian,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
rus,Russian,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
rus,Russian,Action Nominal Constructions,Ergative-Possessive,"Ergative-Possessive: S/P treated as possessors, A treated differently"
rus,Russian,Action Nominal Constructions,Ergative-Possessive,"Ergative-Possessive: S/P treated as possessors, A treated differently"
rus,Russian,Adjectives without Nouns,Without marking,"Adjective may occur without noun, and without marking"
rus,Russian,Adjectives without Nouns,Without marking,"Adjective may occur without noun, and without marking"
rus,Russian,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
rus,Russian,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
rus,Russian,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
rus,Russian,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
rus,Russian,Possessive Classification,No possessive classification,No possessive classification
rus,Russian,Possessive Classification,No possessive classification,No possessive classification
rus,Russian,Number of Possessive Nouns,None reported,None reported
rus,Russian,Number of Possessive Nouns,None reported,None reported
rus,Russian,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
rus,Russian,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
rus,Russian,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
rus,Russian,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
rus,Russian,Numeral Classifiers,Absent,Numeral classifiers are absent
rus,Russian,Numeral Classifiers,Absent,Numeral classifiers are absent
rus,Russian,Distributive Numerals,Marked by preceding word,Marked by preceding word
rus,Russian,Distributive Numerals,Marked by preceding word,Marked by preceding word
rus,Russian,Ordinal Numerals,"First, second, three-th",Second: 'First' and a small set of consecutive higher ordinal numerals are suppletive
rus,Russian,Ordinal Numerals,"First, second, three-th",Second: 'First' and a small set of consecutive higher ordinal numerals are suppletive
rus,Russian,Comitatives and Instrumentals,Mixed,Mixed
rus,Russian,Comitatives and Instrumentals,Mixed,Mixed
rus,Russian,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
rus,Russian,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
rus,Russian,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
rus,Russian,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
rus,Russian,Glottalized Consonants,No glottalized consonants,No glottalized consonants
rus,Russian,Suppletion in Imperatives and Hortatives,Imperative,Imperative
rus,Russian,Suppletion in Imperatives and Hortatives,Imperative,Imperative
rus,Russian,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
rus,Russian,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
rus,Russian,Coding of Evidentiality,No grammatical evidentials,No grammatical evidentials
rus,Russian,Coding of Evidentiality,No grammatical evidentials,No grammatical evidentials
rus,Russian,Semantic Distinctions of Evidentiality,No grammatical evidentials,No grammatical evidentials
rus,Russian,Semantic Distinctions of Evidentiality,No grammatical evidentials,No grammatical evidentials
rus,Russian,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
rus,Russian,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
rus,Russian,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
rus,Russian,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
rus,Russian,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
rus,Russian,Exponence of Selected Inflectional Formatives,Case + number,Case + number
rus,Russian,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
rus,Russian,The Optative,Inflectional optative absent,Inflectional optative absent
rus,Russian,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
rus,Russian,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
rus,Russian,The Prohibitive,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives
rus,Russian,The Prohibitive,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives
rus,Russian,The Morphological Imperative,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives
rus,Russian,The Morphological Imperative,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives
rus,Russian,Uvular Consonants,,No uvulars
rus,Russian,Uvular Consonants,,No uvulars
rus,Russian,Position of Tense-Aspect Affixes,Mixed type,Combination of tense-aspect strategies with none primary
rus,Russian,Position of Tense-Aspect Affixes,Mixed type,Combination of tense-aspect strategies with none primary
rus,Russian,The Perfect,No perfect,No perfect
rus,Russian,The Perfect,No perfect,No perfect
rus,Russian,The Future Tense,No inflectional future,No inflectional marking of future/non-future distinction
rus,Russian,The Optative,Inflectional optative absent,Inflectional optative absent
rus,Russian,Position of Case Affixes,Case suffixes,Case suffixes
rus,Russian,Position of Case Affixes,Case suffixes,Case suffixes
rus,Russian,Asymmetrical Case-Marking,Syncretism in relevant NP-types,Syncretism in relevant NP-types
rus,Russian,Asymmetrical Case-Marking,Syncretism in relevant NP-types,Syncretism in relevant NP-types
rus,Russian,Coding of Nominal Plurality,Plural suffix,Plural suffix
rus,Russian,Coding of Nominal Plurality,Plural suffix,Plural suffix
rus,Russian,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
rus,Russian,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
rus,Russian,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
rus,Russian,Number of Genders,Three,Three
rus,Russian,Number of Genders,Three,Three
rus,Russian,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
rus,Russian,Vowel Quality Inventories,Average (5-6),Average vowel inventory (5-6)
rus,Russian,Syncretism in Verbal Person/Number Marking,Not syncretic,Subject person/number marking is never syncretic
rus,Russian,Syncretism in Verbal Person/Number Marking,Not syncretic,Subject person/number marking is never syncretic
rus,Russian,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
rus,Russian,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
rus,Russian,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
rus,Russian,Reduplication,No productive reduplication,No productive reduplication
rus,Russian,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
rus,Russian,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
rus,Russian,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
rus,Russian,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
rus,Russian,Locus of Marking: Whole-language Typology,Dependent-marking,Consistently dependent-marking
rus,Russian,Locus of Marking: Whole-language Typology,Dependent-marking,Consistently dependent-marking
rus,Russian,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
rus,Russian,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
rus,Russian,Locus of Marking in the Clause,Dependent marking,P is dependent-marked
rus,Russian,Locus of Marking in the Clause,Dependent marking,P is dependent-marked
rus,Russian,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
rus,Russian,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
rus,Russian,Exponence of Tense-Aspect-Mood Inflection,monoexponential TAM,monoexponential TAM
rus,Russian,Exponence of Tense-Aspect-Mood Inflection,monoexponential TAM,monoexponential TAM
rus,Russian,Reduplication,No productive reduplication,No productive reduplication
rus,Russian,Plurality in Independent Personal Pronouns,Person-number stem + nominal plural affix,Person-number stem with a nominal plural affix
rus,Russian,Occurrence of Nominal Plurality,"All nouns, always obligatory","Plural in all nouns, always obligatory"
rus,Russian,The Associative Plural,No associative plural,Associative plural absent
rus,Russian,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
rus,Russian,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
rus,Russian,Number of Cases,6-7 cases,6-7 case categories
rus,Russian,Number of Cases,6-7 cases,6-7 case categories
rus,Russian,Person Marking on Adpositions,No person marking,Adpositions without person marking
rus,Russian,Person Marking on Adpositions,No person marking,Adpositions without person marking
rus,Russian,Intensifiers and Reflexive Pronouns,Differentiated,Intensifiers and reflexive pronouns are formally differentiated
rus,Russian,Intensifiers and Reflexive Pronouns,Differentiated,Intensifiers and reflexive pronouns are formally differentiated
rus,Russian,Indefinite Pronouns,Interrogative-based,Interrogative-based indefinites
rus,Russian,Indefinite Pronouns,Interrogative-based,Interrogative-based indefinites
rus,Russian,Politeness Distinctions in Pronouns,Binary politeness distinction,Second person pronouns encode a binary politeness distinction
rus,Russian,Politeness Distinctions in Pronouns,Binary politeness distinction,Second person pronouns encode a binary politeness distinction
rus,Russian,Gender Distinctions in Independent Personal Pronouns,3rd person singular only,Gender distinctions in 3rd person singular only
rus,Russian,Plurality in Independent Personal Pronouns,Person-number stem + nominal plural affix,Person-number stem with a nominal plural affix
rus,Russian,Pronominal and Adnominal Demonstratives,Identical,Same forms
rus,Russian,Gender Distinctions in Independent Personal Pronouns,3rd person singular only,Gender distinctions in 3rd person singular only
rus,Russian,Distance Contrasts in Demonstratives,Two-way contrast,Two-way contrast
rus,Russian,Distance Contrasts in Demonstratives,Two-way contrast,Two-way contrast
rus,Russian,Inclusive/Exclusive Distinction in Verbal Inflection,No inclusive/exclusive,No inclusive/exclusive opposition
rus,Russian,Inclusive/Exclusive Distinction in Verbal Inflection,No inclusive/exclusive,No inclusive/exclusive opposition
rus,Russian,Consonant-Vowel Ratio,High,High
rus,Russian,Consonant-Vowel Ratio,High,High
rus,Russian,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
rus,Russian,The Associative Plural,No associative plural,Associative plural absent
rus,Russian,Pronominal and Adnominal Demonstratives,Identical,Same forms
rus,Russian,Definite Articles,No definite or indefinite article,Neither definite nor indefinite article
rus,Russian,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
rus,Russian,Indefinite Articles,No definite or indefinite article,Neither indefinite nor definite
rus,Russian,Indefinite Articles,No definite or indefinite article,Neither indefinite nor definite
rus,Russian,Definite Articles,No definite or indefinite article,Neither definite nor indefinite article
spa spc,Spanish,,,
ast spa spc,Spanish,,,
ast spc,Spanish,,,
swe swv,Swedish,,,
swv,Swedish,"Genitives, Adjectives and Relative Clauses",Genitives and adjectives collapsed,"Moderately differentiated, with genitives and adjectives collapsed"
swe swv,Swedish,,,
